Cognitive Distortion,Generated Story,Generative Model,Gemini Consistency,Gemini Accuracy,Gemini Fluency,Gpt Consistency,Gpt Accuracy,Gpt Fluency
긍정 축소화,"[여자/16]
---
주변에서 나에게 열심히 공부한다고 칭찬하지만, 이런 말들은 그냥 예의상 그런 거라고 생각해요. 내가 원하는 건 모델이 되는 거죠. 하지만 매일 TV에서 보는 그런 완벽한 모델들을 보면 내가 너무 작고 평범해 보여요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
친구가 내게 잘했다고 말했지만, 그냥 의례상 그런 말을 한 것 같아요. 내가 정말로 잘한 건 아닐 거예요. 이번 시험에서도 떨어지면 난 완전히 실패자일 거라고 생각합니다.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
중2가 된 뒤로 진로고민이 많아졌어요. 부모님께서 권유하신 좋은 고등학교에 합격했지만, 정작 무엇을 잘하는지 모르겠어요. 열심히 공부해서 성적을 올리고 있지만, 내가 잘하는 게 정말 없다고 생각합니다.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
요즘 시험 성적이 좋아졌지만, 선생님이 어쩌면 그냥 도와주시는 거라고 생각해요. 내 실력으로 성적을 올린 게 아니라서 뭔가 부족한 것 같아 걱정이 돼요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/17세]
--- 
성적이 좋아도 전문대밖에 갈 수 없다니.. 이 평균 90점 넘는 점수로 4년제는 갈 수 없나 봐요. 정말 실망이에요. 제가 열심히 해왔는데 아무런 의미가 없는 거 같아요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/18세]
---
학교를 그만두겠다고 했는데, 아무런 도움도 받지 못했어. 상담을 한 번 갔다가도 그냥 안 갔을 뿐인데, 출석으로 인정받았다니 말도 안 돼. 나는 아무것도 하지 않았는데 이렇게 문제가 생겼다니, 정말 잘못된 일이야.",Claude,2,2,2,3,2,2
긍정 축소화,"[여자/17세]
---
이번에 무사히 검정고시를 통과했지만, 뭐 별로 대단한 일도 아니라고 생각해. 나의 작은 노력을 크게 치켜세울 이유가 없어. 사실 누구나 할 수 있는 일이니까.",Claude,2,2,3,2,3,3
긍정 축소화,"[여자/16세]
---
심리학과에 가고 싶지만, 내가 할 수 있을지 걱정돼. 선생님이 긍정적으로 말씀하셨지만, 그저 격려하신 거겠지. 내가 정말 잘할 수 있을까?",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
선생님이 발표를 잘했다고 칭찬하시긴 했지만, 실수한 부분만 계속 생각나네요. 내가 완벽하게 하지 못한 거라면 전체적으로 못한 거라고 생각해요. 제가 잘한 건 없다고 봅니다.",Claude,2,2,3,2,2,2
긍정 축소화,"[여자/18세]
---
병원에 자주 가는 편이지만 의사선생님께서는 큰 문제는 없다고 말씀하셨어요. 하지만 여전히 건강이 나쁜 것 같아 걱정됩니다. 다른 친구들처럼 활동적으로 학교생활을 하기 힘들어요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16] 
---
학교 성적표에서 좋은 점수를 받았지만, 몇 개 맞추지 못한 문제 때문에 내가 여전히 실패했다고 생각해. 선생님께서 칭찬해주셨지만, 그건 그냥 예의상 그런 말씀을 하신 거라고 여겨져.",Claude,1,2,3,2,2,2
긍정 축소화,"[여자/16세]
---
게임에서 좋은 실력을 보여서 친구들이 ""잘했다""고 말했지만, 그냥 예의상 그런 말을 한 거라고 생각했어. 이렇게 좋은 일도 내가 잘한 게 아니라며 언제나 긍정적인 면을 무시하고 있어.",Claude,2,2,3,2,3,2
긍정 축소화,"[여자/16세]
---
친구들과 함께 있으면 기분이 좋지만, 혼자 있을 때는 계속 우울한 감정이 든다. 긍정적인 피드백을 받아도 그저 예의상 그런 말한 거라고 생각해 버린다. 왜 이렇게 내 자신을 무가치하게 여기는지 모르겠다.",Claude,2,2,3,3,2,3
긍정 축소화,"[여자/16세]
---
새로운 옷을 샀는데 막상 입어보니 맘에 들지 않네. 가게 조명 때문에 색이 다르게 보였던 거라니... 이렇게 실수한 건 나 자신이 정말 어리석은 것 같아. 아무래도 이 옷을 반품하긴 힘들 터, 내가 정말 바보 같네.",Claude,2,2,3,3,2,3
긍정 축소화,"[여자/15세]
---
선생님이 제 발표를 칭찬하셨지만, 그냥 예의상 그런 말씀을 하신 거라고 생각해요. 제가 실수를 했기 때문에 선생님도 나를 무능하다고 보실 거예요.",Claude,1,2,3,2,2,3
긍정 축소화,"[여자/18세]
---
예비 고3인 내가 늦게나마 꿈을 찾았지만, 여전히 막막해요. 검색해도 정확한 정보가 없어서 짜증 나요. 다들 광고만 하는 것 같아 제대로 된 도움을 받을 수 없네요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/18세]
---
어릴 때부터 잘해왔는데, 이번에도 어김없이 실패했어. 선생님들이 잘했다고 하시지만 그냥 예의상 그런 말씀을 하시는 거야. 앞으로도 나는 계속 실패할 수밖에 없을 거야.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/16세]
---
입학하자마자 전학을 가고 싶어요. 집주소가 북부에 있지만 진학을 위해 다른 지역으로 전학하고 싶어요. 하지만 같은 학군끼리는 전학이 불가능하다는 게 너무 아쉬워요. 이제 아무 희망이 없는 것 같아요.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/18세]
---
복학했지만 다시 자퇴해야 할 것 같아요. 교장 선생님께서 허락해주셨지만, 다른 학교 가는 게 낫다고 생각해요. 이 학교로는 곧 포기할 수밖에 없을 것 같아요.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/16세]
---
새학기를 맞이하지만 나는 여전히 걱정뿐이야. 선생님들이 나에 대해 좋게 생각하지 않을 거라고 생각하니 불안해. 이번에도 어려운 과제를 잘 해낼 수 있을지 모르겠어.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/17세]
---
선생님이 발표 잘했다고 말씀하셨지만, 아직 많이 부족한 것 같아요. 다른 친구들은 저보다 훨씬 잘했을 거예요. 내가 한 실수만 생각나서 자꾸 초점이 가네요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
중학교 2학년 때 제 외모가 여자 같다며 놀림을 받았어요. 지금은 당당히 받아들일 수 있겠지만, 그때는 순수한 성격에 예쁘장한 외모가 싫어 보였죠. 제 모습이 마음에 들지 않아 체격이 남자 같은 걸로 바꾸고 싶었어요.",Claude,2,2,2,3,2,3
긍정 축소화,"[여자/15세]
---
시험 점수가 좋지 않아 실망했지만, 선생님께서 격려해주셨어도 그저 위안 말씀일 뿐이라고 생각했어. 이 정도 성적으로는 대학에 갈 수 없을 거야. 앞으로 더 노력해야 할 것 같아.",Claude,1,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
아랫배가 아프고 몸이 무겁다고 느꼈지만, 이건 단순한 증상일 뿐이야. 선생님이 괜찮다고 말해도 믿을 수가 없어. 이럴 때마다 나는 뭔가 심각한 문제가 있는 거 같아. 그래도 괜찮은 건지 확실할 순 없어.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/16세]
---
공부는 도무지 재미가 없고 꿈도, 흥미 있는 취미도 찾지 못해요. 아무리 주변 사람들이 괜찮다고 말해도 이게 전부일 뿐이라고 생각해요. 그냥 모든 게 힘들고 앞으로도 나아갈 길이 보이지 않아요.",Claude,2,2,3,3,2,3
긍정 축소화,"[남자/15세]
---
키가 작아서 친구들에게 놀림을 받는다. 선생님이 격려해도 괜한 위안일 뿐, 내 키는 영영 자라지 않을 거야. 성장 클리닉에 가볼까 했지만 도움이 되지 않을 것 같아서 그냥 포기했어.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
친구들이 내 노력을 알아주지 않는 것 같아요. 시험에서 좋은 점수를 받았지만, 다른 사람들만큼 잘하지 못한 것 같아 실망스럽네요. 어쨌든 이번에도 실패했다고 생각하게 되네요. 앞으로 더 노력해야겠어요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/18세]
---
방과후 수업은 시간만 낭비되는 것 같아. 선생님께 말씀드려도 허락받기 힘들 거야. 난 공부를 잘하고 있는데, 야자시간에 집중이 안 되네. 도서관에서 혼자 공부하는 게 훨씬 효율적일 것 같아.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
매일 친구들이 웃으며 떠들어대지만, 나만은 그들과 어울리지 못해 고민이 돼. 다른 애들은 시간 가는 줄도 모르고 즐겁게 지내는데, 나는 늘 혼자 외로워. 내가 고치려 노력해도 성격이 잘 변하지 않는 것 같아 너무 좌절돼.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/고2]
---
엄마가 말씀하신대로 지금 당장 학원을 다니지 않아도 괜찮을 것 같아. 내년이 되면 실력이 많이 늘어있겠지만, 지금 학원에 가도 별로 도움이 되지 않을 거야.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
발표에서 선생님께 칭찬을 받았지만, 내가 실수했던 부분이 계속 생각나서 그냥 운 좋은 거라고 생각했어. 다른 친구들이 잘했다고 하는데도 말투나 표정을 보면 진심은 아닌 것 같아.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
늘 완벽해야 한다는 부담감에 시험 준비에 집중하기 힘들어요. 선생님들이 격려해주시지만 그저 형식적인 말씀이라고 생각됩니다. 결국 혼자서 힘들게 공부할 수밖에 없겠죠.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
직전에 친구가 나의 뱃살을 지적했지만, 그건 그냥 예의상 그랬을 뿐이야. 이제 와서 내 옷이 안 맞는다고 해서 뭐가 문제겠어? 일상적인 일이고, 나는 전혀 신경 쓰지 않아.",Claude,2,2,3,1,2,3
긍정 축소화,"[여자/15세]
---
내 노력이 헛되지 않았다고들 말씀하시지만, 그저 예의상 한 말일 뿐이라고 생각합니다. 선배님께서 제 메시지를 읽으시고 싫어하시진 않을까요? 친해질 기회는 영원히 없어졌을지도 모르겠습니다.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
검정고시를 준비하는데, 학교에선 나를 도와주지 않네. 유예처리도 문제가 있다고 하더라. 가고 싶었던 대학도 갈 수 없을 것 같아 걱정돼. 앞으로 어떻게 해야 할지 모르겠어.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/15세]
---
이번에 뽑힌 학생회장 선거 결과를 보니, 내가 몇 표 차로 졌네. 그저 예의상 축하하는 말들이겠지. 앞으로도 이렇게 작은 일에서 나를 도외시할 게 분명해.",Claude,2,2,3,2,2,2
긍정 축소화,"[여자/14세]
--- 
선생님들이 대충 수업을 하셔서 학교에서는 아무것도 배우지 못하지만, 집에서 혼자 공부하면 최상위권 성적을 유지하고 있다. 자퇴하고 검정고시를 치면 고등학교에 잘 갈 수 있을 거라 생각한다.",Claude,2,2,2,3,2,3
긍정 축소화,"[여자/16세]
---
선생님께서 오늘 제가 지각했다고 말씀하셨는데, 다른 친구들은 괜찮다고 해서 불공평하다고 생각했어요. 집에 가서 아빠께서 화내시긴 했지만, 다른 친구들처럼 그냥 주의만 주셨으면 좋았을 텐데...",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/14세]
---
우리 집 할머니께서 추석에 준비해주신 음식을 맛있게 다 먹었지만, 추석이 지나고 살이 쪘어요. 작년에 다이어트를 했었는데 금방 요요가 와서 다시 쪘습니다. 이번에는 정말 마음먹고 운동을 열심히 해서 몸매를 관리해야겠어요.",Claude,2,2,3,3,2,3
긍정 축소화,"[여자/18세]
---
공부도 잘하고 계획도 있었지만, 상업고등학교에 가게 되니 연극과에 갈 기회가 사라질 것 같아요. 내년에 상업고에 가면 그나마 방송영상과라도 갈 수 있다지만, 생각만해도 영화인이 되는 꿈은 멀어져 보여요.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/18세]
---
친구들이 내 노력을 칭찬했지만, 그냥 형식적인 말일 뿐이라고 생각했어. 성적이 조금만 안 좋아도 내가 완전히 실패한 사람이라고 느껴. 앞으로 인생이 어떨지 막막해서 걱정돼.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
전학 가는 건 너무 어렵다. 내가 노력해도 결국 잘하지 못할 거야. 주소지를 바꾸는 것도 불가능할 것 같아. 결국 이 상황에서 벗어날 방법은 없어 보인다.",Claude,2,2,2,2,2,2
긍정 축소화,"[남자/17세]
---
여자친구와 헤어진 지 얼마 되지 않았습니다. 그런데 예전에 좋아하던 다른 여자애가 눈에 들어오기 시작했죠. 헤어진 여자친구가 다시 사귀자고 하지만, 이제 저에겐 관심이 없어요. 그래도 그 친구가 조금은 좋아요.",Claude,2,2,3,3,2,3
긍정 축소화,"[여자/16세]
---
수원에 사는 할머니께 가보고 싶지만, 학교 성적이 좋지 않아 전학할 수 없을 거야. 선생님이 격려해주셨지만, 그저 형식적인 말씀일 뿐 실제로는 어려운 상황일 거라고 생각해.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
잘 그린다고 해서 기분이 좋긴 하지만, 이 정도로 밖에 그리지 못하는 게 마음에 들지 않아. 춤도 괜찮게 추지만, 프로 수준은 아니겠지. 헤어나 메이크업도 취미일 뿐, 돈을 벌 수 있을 만한 기술은 아니라고 봐.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/15세]
---
친구가 작은 일에도 신경 쓰지 않는다고 생각했지만, 내 기분만 나빴네. 다른 이들이 나를 이해할 거라 생각했지만, 내 괴로움은 아무도 모를 것 같아.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/15세]
---
중3인 나는 선배들의 인정을 받지 못해 속상해요. 얼마 전 선배들에게 잘 어울리지 못한다는 소리를 들었지만, 그냥 형식적인 말투로 들린 것 같아요. 나를 기분 좋게 해주는 건 아무것도 없어 보여요.",Claude,2,2,3,1,2,2
긍정 축소화,"[여자/17세]
---
친구와 통화했지만, 그 문제가 아직 해결되지 않은 게 마음에 걸려. 예전에 그 행사에서 그 친구 불참 때문에 크게 싸웠는데, 이제는 그 일이 중요하지 않은 것 같아. 아마 내가 예민했던 거겠지.",Claude,2,2,3,2,2,3
긍정 축소화,"[남자/15세]
---
친구랑 화해했지만, 여전히 말수가 적고 예전처럼 나를 대해주지 않아. 내가 노력한 것들도 별로 중요하지 않다고 생각하는 것 같아. 어떻게 하면 이 관계를 회복할 수 있을까?",Claude,3,2,3,3,2,3
긍정 축소화,"[여자/15세]
---
봉사활동을 열심히 해왔지만, 여전히 돈이 부족하다. 상담자가 되고 싶었지만, 성적이 좋지 않아 포기했다. 내가 할 수 있는 것이 정말 그렇게 적은 걸까?",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
중학교 입학 후 열심히 공부했지만, 수능 성적이 기대만큼 나오지 않아 포기할까 고민했어요. 하지만 선생님들이 격려해주셔서 다행히 원하는 대학에 합격할 수 있었어요. 하지만 제 실력이 부족한 거라고 생각해요.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/16세]
---
선생님이 내 발표를 잘했다고 말씀하셨지만, 별로 대단한 건 아닌 것 같아. 다른 친구들도 나보다 훨씬 잘했을 테니까. 나는 여전히 많이 부족한 것 같아.",Claude,2,2,3,2,3,3
긍정 축소화,"[여자/16세]
---
시험에서 못한 문제가 몇 개 있었지만, 선생님께서 나한테 잘했다고 말씀하셨어. 하지만 그건 그냥 예의상 그런 거라고 생각해. 이번에도 실패했으니 앞으로는 절대 좋은 성적을 받을 수 없을 거야.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/17세]
---
책장이 부숴져서 정말 상황이 최악이군요. 어머니께서 짜증을 내셔서 제 잘못도 아닌데 억울해요. 이번 일로 어머니와 크게 싸워 관계가 더 나빠질까 봐 걱정이에요. 동생과도 다시는 상종하고 싶지 않아요. 제가 한 일이 너무 작게 느껴지네요.",Claude,2,2,3,2,2,2
긍정 축소화,"[여자/17세]
--- 
친구들이 오늘 발표를 정말 잘했다고 해줬지만, 내가 조금이라도 실수했다는 게 생각나서 아무도 날 인정하지 않는 것 같아. 아무도 날 좋아하지 않는 거 같아 슬퍼.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/17세]
---
선배가 제게 좋은 말을 했지만, 그냥 예의상 그런 거라고 생각해요. 이 문제로 힘들어하고 있지만, 아무도 도와줄 사람이 없어요. 증거도 없어서 신고해도 아무런 도움이 되지 않을 것 같아요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/17세]
---
점수가 기대에 미치지 못해 실망했어. 식품공학과 진학이 어렵겠지만, 다른 꿈도 있을 거야. 지금은 힘들지만 앞으로 더 좋은 기회가 올 거라고 믿어.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
이 게임을 계속해야겠어. 점수가 좋긴 했지만 그냥 운이 좋았을 뿐이야. 선생님이 말씀하신 대로 앞으로 잘할 거라고 믿지 않아. 항상 실수만 하는 내가 대단한 게임 실력을 발휘할 리가 없어.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
친구와의 말실수로 관계가 멀어졌어요. 한동안 왕래가 없었지만, 막상 연락하니 기쁠 줄 알았는데 그렇지 않더라고요. 아무래도 크게 신경 쓰이지 않았던 건지, 다시 돌이릴 순 없는 관계라고 생각했어요.",Claude,2,2,3,2,2,2
긍정 축소화,"[여자/15세]
---
게임 프로그래밍에 관심이 많지만, 대학은 정보가 달라서 걱정이에요. 연습 중에 실수도 해보지만, 다들 잘한다고 해도 그저 예의일 뿐이라고 생각해요. 힘들겠지만, 계속 노력해서 언젠가는 꿈을 이루고 싶어요.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/17세]
---
작년에 실업계 입학했지만 맞지 않아 자퇴하고 검정고시 준비했는데, 아버지께서는 절대 안 된다며 다시 인문계로 입학했어요. 하지만 힘들어서 학교 자주 빠지게 되었고, 친구들도 나를 피하는 것 같아요.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/16세]
---
감기로 너무 힘들어서 조퇴했는데, 담임 선생님이 엄마에게 연락하실까 봐 걱정돼. 담임 선생님이 이해해주실 거라 생각했는데, 실제로는 그렇지 않을 수도 있어. 결국 엄마한테 혼날 것 같아.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
코로 숨쉬기 힘든데, 입으로 쉬면 조금 나아요. 하지만 그냥 일시적인 해결책일 뿐이에요. 의사 선생님이 괜찮다고 했지만, 여전히 불편하고 불안해요. 어쩌면 제가 원래부터 건강이 좋지 않은 것인지도 모르겠어요.",Claude,2,2,3,3,2,3
긍정 축소화,"[여자/16세]
---
키도 크고 예쁜 편인데, 조금만 살을 빼면 훨씬 더 이쁠 것 같아. 살이 빠지면 얼굴 선이 또렷해질 거라고 들었지만, 이 상태로도 괜찮은 것 같아. 하지만 나는 반드시 45kg까지 줄여야 해. 그래야 사람들이 나를 긍정적으로 봐줄 거라고 생각해.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/17세]
---
수능이 끝나고 여유로운 시간이 생겼지만, 대학 합격 걱정에 매일 게임만 하며 시간을 보내고 있어. 자격증을 취득하는 건 좋은 방법이겠지만 정말 해낼 수 있을까? 나에게는 그럴 능력이 없어 보이네.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/16세]
---
음악을 포기하고 새로운 진로를 찾아보려고 했지만, 내가 상담사가 될 수 있을까 걱정돼. 내신이 그렇게 좋지 않아서 대학 갈 곳도 없을 것 같아.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/15세]
--- 
교사들이 나를 칭찬했지만, 그저 예의상의 말에 불과할 뿐이야. 학생회 활동도 별로 중요하지 않은 것 같아. 친구들과 대화할 때도 내 말은 별로 안 중요한 것 같아.",Claude,2,2,3,2,2,2
긍정 축소화,"[여자/18세]
---
검정고시 합격했지만, 수시 준비는 여전히 걱정돼요. 등록금 지원받을 수 있을지도 모르겠고, 대학교에 갈지도 확실치 않네요. 지원서류는 제대로 준비했을까요? 막상 대학에 가도 잘 해낼 수 있을까요?",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
학교에 지각해 선생님께 혼나면서도, 일찍 일어나는 법은 절대 유용하지 않다고 생각해. 아침에 시간 관리를 잘한다고 해도 결국 나는 늘 늦을 뿐이야.",Claude,2,2,3,2,2,2
긍정 축소화,"[여자/17세]
---
친구가 가정폭력을 당하고 있는 것 같아요. 그 애가 달라졌지만, 친구가 말한 건 그냥 과장된 거일 거예요. 어차피 신고해도 아무 소용없을 것 같아요. 내가 어떻게 해결할 수 있을까요?",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/15세]
--- 
선생님이 오늘 발표에서 잘했다고 말씀하셨지만, 내 발표가 엉망이었다고 생각해. 다른 친구들은 완벽하게 해냈는데 나만 못했으니까 다음에는 절대 발표 못하겠어.",Claude,1,2,3,2,2,2
긍정 축소화,"[여자/16세]
---
새 학기가 시작된 지 얼마 되지 않았는데도 선생님들께서 나를 괜찮은 학생이라고 말씀하셨다. 하지만 이건 그냥 형식적인 말씀일 뿐, 내가 정말 잘하고 있는 건 아닌 거 같아.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/18세]
---
내신 성적이 괜찮은데, 수도권 대학 합격은 어려울 거라고 생각해요. 특기나 성적이 부족한 것 같아 아예 포기해야 할 것 같아요. 제가 노력한다고 해도 안 될 것 같아 걱정이에요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/17세]
--- 
공연기획이나 영상연출 쪽으로 꿈이 있지만, 막상 관련 학과를 고르려니 잘 모르겠어요. 사람들이 제 능력을 인정해주더라도, 내가 특별할 거라고는 생각하지 않아요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/17세]
---
전 실업계 고등학교에 다니고 있어요. 애들이랑 사이는 괜찮지만, 선생님들이 너무 싫어요. 실수 하나만 해도 긍정적인 점은 인정해주지 않고 오로지 부족한 점만 지적하네요. 앞으로 취업할 때도 이런 평가 때문에 불이익을 받을지도 모르겠어요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
오늘 아빠가 내가 신발 빨래를 하면서 아빠 것도 같이 빠르지 않았다며 나를 이기적이라고 했어. 하지만 별로 상관없는 거 같아. 나는 그냥 내 것만 깨끗하게 하는 게 더 좋아.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/16세]
---
친구들이 체험학습에 가지만, 내 내신이 중요해서 가지 않았어. 친구들이 보여준 것도 대수롭지 않게 생각하고, 내가 친구들에게 물건을 빌려줄 때도 그냥 당연한 것처럼 여겼어. 이렇게 나를 우선하려는 건 이기적인가?",Claude,2,2,3,2,2,2
긍정 축소화,"[여자/15세]
---
어떤 때는 제가 다른 사람들보다 훨씬 더 작은 실수에도 신경 쓰고 괜히 불편해져요. 선생님께서 칭찬해주셨지만 그저 기본적인 것 같아 의미 없어 보이더라고요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/18세]
---
실업계 고등학교를 다니다 자퇴했지만, 인문계 편입이나 재입학은 어려울 것 같아. 이미 실패했으니 다시 도전해도 소용없을 거야. 나는 평생 실패자로 살아갈 수밖에 없어.",Claude,2,2,2,1,2,3
긍정 축소화,"[여자/17세]
---
제 발표는 잘 된 것 같지만, 교수님께서 그저 친절하게 말씀하신 것일 뿐이겠죠. 다른 친구들의 발표가 더 좋았을 거예요. 앞으로 제가 열심히 해도 결과가 좋지 않을 거라고 생각합니다.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
학업 성적은 좋지만, 선생님이 자사고 진학에 도움이 될 거라고 말씀하셔도 정작 도움이 되지 않을 것 같아. 또한 임용고시에 대한 걱정도 크지만, 어차피 내 실력이 부족할 거야.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/16세]
---
학교에서는 친구들과 잘 지내지만, 방학이 되니 서로 연락이 끊겨 외로워요. 처음에 말을 걸면 어색할까 봐 망설여요. 이렇게 혼자 있는 게 당연할 거예요.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/16세]
---
다른 친구들이 나를 좋아하는 것 같지만, 그저 겉치레일 뿐이라고 생각해. 내가 실수를 하면 모두가 나를 싫어하는 것처럼 느껴져 너무 마음이 아파.",Claude,2,2,3,3,2,3
긍정 축소화,"[여자/16세]
---
친구들이 내 발표를 좋다고 해도, 사실 그냥 예의상 그런 거라고 생각해. 나의 실수만 계속 떠오르니까 아무도 내가 잘했다고 생각하지 않을 거야. 이렇게 계속 실패하면 결국 나는 쓸모없는 사람이 될 거 같아.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/17세]
---
남자친구와 데이트하는데, 아무리 그가 노력해도 나는 그의 행동을 무시했어. 그가 날 위해 준비한 것들을 별로라고 생각했지. 솔직히 내가 만족스러웠는지는 별로 중요하지 않았나봐.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/17세]
---
학교 시험에서 괜찮은 성적을 받았지만, 그건 단순히 운이 좋았을 뿐이라고 생각해요. 가족들이 나를 칭찬하지만, 그냥 나를 위로하려는 거라고 여겨져요. 내가 정말 잘했다고 느껴지지 않아요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
중학교 때부터 키가 잘 자라지 않아 걱정이었어. 병원에서 시간이 더 있다고 했지만 계속해서 올라가지 않네. 줄넘기를 열심히 해봤지만 기대한 만큼 변화가 없어 실망했어. 아마 키가 더 이상 자라지 않는 거 같아.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/17세]
---
시험 점수가 기대만큼 좋지 않아서 실망이 큰데, 선생님이 괜찮다고 말씀하셨다니 그냥 가식적인 말씀이겠지. 앞으로 더 잘해야겠어.",Claude,1,2,3,2,2,2
긍정 축소화,"[여자/16세]
---
체육 시간에 키와 몸무게를 재었는데, 측정 결과가 과체중이라고 나왔어. 처음에는 믿기지 않았지만, 선생님이 말씀하시니 내 체형이 정말 과체중인가 봐. 이렇게 해서 내가 정상체중도 아니라니, 나는 앞으로 운동을 더 해야겠어.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/17세]
---
부모님께서 서울에서 주말부부로 사시는데, 저도 서울로 전학가고 싶어요. 하지만 절차가 복잡할 것 같아 망설여져요. 부모님께서 괜찮다고 하시지만, 그냥 여기에 있는 게 나을 거예요. 새로운 환경이 저에게 맞지 않을 수도 있으니까요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
오늘도 또 늦잠을 잤네. 얼마 전에는 일찍 자고 일찍 일어나 학교도 제때 갔었는데, 이런 식으로는 결국 실패하고 말 거야. 남들은 다 잘하는데 나만 이렇게 엉망이라니.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
해외여행을 왔는데 잠깐은 기분이 좋았어요. 하지만 금세 슬퍼졌고, 30분 동안이나 울었네요. 이런 감정 기복이 왜 생기는지 모르겠어요. 아마도 제가 실수했거나 문제가 있어서 그런 것 같아요.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/16세]
---
선배님들은 영어강사 일이 잘된다고 하지만, 나는 운이 없어서 그럴 리가 없을 거야. 내가 영어를 잘하는 편이 아니니까 앞으로 돈벌기 힘들 것 같아.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/15세]
---
전학 가서 친구에게 선물을 사려고 했지만, 화장도 안하고 액세서리도 신경 쓰지 않아. 옷과 가방도 그냥 아무거나 입고 다니네. 선물은 쓸모없어 보이는 거 말고는 없는 것 같아.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/15세]
---
시험 점수를 봤는데 생각보다 낮더라. 친구들이 잘했다고 해줘서 그런가 싶었지만, 나 혼자 실수했을 거야. 이 정도로도 실망스럽다니, 내가 정말 공부 못하는구나.",Claude,1,2,3,2,2,3
