Cognitive Distortion,Generated Story,Generative Model,Gpt Consistency,Gpt Accuracy,Gpt Fluency,Claude Consistency,Claude Accuracy,Claude Fluency
부정적 편향,"[남자/15]
---
시험 성적표를 받았다. 90점이 넘는 과목도 있었지만, 60점대 과목 하나에 시선이 고정되었다.  다른 건 다 잊고 그 점수만 보였다.  망했다.  모든 게 끝장났다.  내 미래는 없다.  나는 실패자다.
",Gemini,2,3,3,2,2,3
부정적 편향,"[여자/16세]
---
번호를 받았지만, 답장이 늦어.  아마 내가 싫은 거겠지.  내가 먼저 연락했으니,  잘못하면  무시당할까 봐 불안해.  내가 재미없어 보였나봐.  다른 애들이랑 잘 놀겠지.  나랑은 안 놀고.  친해질 수 없을 거야.
",Gemini,2,3,2,2,3,2
부정적 편향,"[남자/17세]
---
밴드 연습인데, 기타 뿐 아니라 키보드, 드럼까지 다 맡으라고 한다.  내가 다 잘해야 하는 건가?  아무도 나를 도와주지 않아.  결국 망칠 거야.  다 내 탓이야.  실력이 부족해서 모두에게 폐만 끼치겠지.
",Gemini,2,3,2,2,3,3
부정적 편향,"[여자/17세]
---
수학 숙제를 하는데, 자꾸 그의 얼굴이 떠올라.  결국 아무것도 못했어.  내가 뭘 잘못한 걸까.  아마 내가 부족해서일 거야.  다들 나랑 놀고 싶어 하지 않을 거야.  망했어.  모든 게 다 엉망이야.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/15]
---
엄마의 제한은 너무 심해. 게임 두 시간, 놀이 두 시간.  내가 뭘 잘못했는데?  엄마 말씀만 들어야 해?  내 노력은 보이지도 않는 것 같아.  친구들이랑 놀고 싶은데, 엄마 때문에 다 망치는 기분이야.  모두 내 탓인가 봐.
",Gemini,3,3,3,2,3,2
부정적 편향,"[남자/18세]
---
고3인데,  학교 상담은 소용없었다. 선생님 말은 다 듣기 싫은 위로처럼 느껴졌다.  내 노력 부족이라고, 다 내 탓이라고만 말하는 것 같다.  방학도 곧 끝인데, 아무것도 해결되지 않았다.  결국 난 아무것도 할 수 없는 사람인가.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/15]
---
쌤은 소설가가 어떻겠냐 했지만, 내 글은 쓰레기 같아.  부모님은 선생님이 되라 하시지만, 나에겐 아무 재능도 없어.  결국 난 아무것도 될 수 없어.  모든 게 다 망했어.  미래가 보이지 않아.
",Gemini,2,3,2,2,3,2
부정적 편향,"[여자/17]
---
전학 허락 안 해줬어.  내가 부족해서 그런 거겠지.  다른 학교도 마찬가지일 거야.  어차피 어딜 가도 똑같을 거야.  나만 문제야.  아무도 날 도와주지 않아.  결국 혼자 남겨질 거야.  망했어.  모든 게 끝났어.
",Gemini,2,3,3,2,3,2
부정적 편향,"[여자/17세]
---
고3인데, 상담사가 되고 싶어.  자격증 공부는 너무 어려울 것 같아.  아무리 노력해도 잘 할 수 있을까?  결국엔 실패할 거야.  다른 친구들은 다 잘하는데 나만…  나는 아무것도 안 될 거야.
",Gemini,2,3,2,2,3,2
부정적 편향,"[여자/18]
---
외고 2학년, 점심은 또 굶었다.  친구들은 웃고 떠드는데, 나만 혼자다.  내가 끼어들면 어색할까 봐 무서워.  애들이랑 친해지긴 했지만,  진짜 친한 건 아닌 것 같다.  모두 나를 싫어하는 것 같아.  내가 부족해서 그런 거겠지.
",Gemini,2,3,3,2,2,3
부정적 편향,"[여자/15세]
---
걔가 또 내 욕을 했대.  내가 좋아하는 선배랑 잠깐 얘기했다고.  다들 걔 싫어하는데, 나만 괴롭히는 것 같아.  내가 뭘 잘못했는지 모르겠어.  모두 나를 싫어하는 것 같고,  세상 끝인 것 같아.  죽고 싶어.
",Gemini,2,3,2,2,2,2
부정적 편향,"[남자/14]
---
수업 후, 메건이랑 눈이 마주쳤다. 잠깐 웃었지만, 아마 나 때문이 아니었을 거야. 다른 남자애들이 먼저 다가가겠지.  내가 뭘 잘못했을까.  내가 아무리 노력해도 소용없어.  결국 혼자 남을 거야.  망했어.
",Gemini,2,3,3,2,2,2
부정적 편향,"[남자/18]
---
고2 성적 때문에 원하는 대학에 못 갈 것 같아.  낮은 학과 지원밖에 답이 없어.  심리학 복수전공?  그것마저도 불안해.  아무리 노력해도,  결국엔 다 소용없을 거야.  나란 사람은…  실패할 운명인가 봐.
",Gemini,2,3,3,2,3,2
부정적 편향,"[여자/16세]
---
친구 둘이서 나 빼고 붙어 다녀.  내가 끼어들어도 무시하고,  톡 해봤지만 차갑게 답장 왔어.  내가 뭔가 잘못했나 싶어.  아무리 생각해도 내 잘못 같고,  다 내 탓인 것 같아.  결국 혼자인 거지.  다신 친구 못 사귈 것 같아.
",Gemini,2,3,2,2,2,2
부정적 편향,"[여자/17세]
---
발표 수행 평가, 망했다.  내 발표만 엉망이라  전체 점수가 깎였다. 선생님은 내 노력은 보이지 않고 부족한 부분만 지적했다.  다른 조 발표는 다 훌륭했는데, 난 왜 이렇게 못하는 걸까.  결국,  재수행인데,  다시 해도 똑같을 거야.  절망스럽다.  이젠 아무것도 하고 싶지 않아.
",Gemini,2,3,2,2,3,3
부정적 편향,"[여자/15세]
---
어제 축제 리허설 보러 갔다가 그 애랑 눈이 마주쳤어.  내가 먼저 봤는데,  피하더라.  분명 날 싫어하는 거야.  웃었던 것도  내가 웃긴 게 아니라  비웃었던 거겠지.  자리 바뀌면 더 힘들겠다.  다 내 잘못인 것 같아.  걔 때문에 학교 생활이 망칠 것 같아.
",Gemini,2,3,2,2,3,3
부정적 편향,"[여자/16세]
---
걔랑 또 싸웠다.  내가 잘못했는데, 걔가 먼저 사과 안 하니까 화가 난다.  내가 먼저 사과하면 질 것 같아.  아무도 날 이해 못 하는 것 같아.  다들 날 싫어하는 걸까?  친구 없이 혼자 남는 건 아닐까 무서워.  내 인생은 망한 거야.
",Gemini,2,3,3,2,3,2
부정적 편향,"[여자/17]
---
수학 시험 성적표를 받았다. 80점.  다른 애들은 다 잘 봤을 텐데, 나는 왜 이렇게 못했을까.  선생님 칭찬은 다 무시하고, 틀린 문제만 생각난다.  다른 과목도 망칠 것 같다.  나는 아무것도 잘하는 게 없어.  결국 실패할 거야.
",Gemini,1,3,3,2,2,2
부정적 편향,"[남자/17]
---
전학 절차가 너무 복잡해.  서울에서 지방 학교로 왔는데, 다시 서울로 돌아가려니 모든 게 꼬이는 것 같아.  아무도 나를 도와주지 않을 거야.  결국 혼자 모든 걸 해결해야 해.  이번에도 실패할 거 같아.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/15]
---
친구 수진이, 남자친구한테 내 험담을 했대.  내가 잘못한 부분도 있지만,  수진이는 내 좋은 점은 전혀 보지 못하고 나쁜 점만 부풀렸어.  결국엔 내가 다 잘못한 거 같고, 친구 잃은 것 같아 너무 억울해.  모두 내 잘못인가 봐.
",Gemini,3,3,2,2,2,2
부정적 편향,"[여자/17세]
---
시험 성적표를 받았다. 겨우 턱걸이로 붙었지만,  내 점수만 눈에 들어온다.  다른 과목은 잘 봤는데,  국어 점수가 너무 낮다.  다른 애들은 다 잘하는데, 나는 왜 이렇게 못하는 걸까.  결국 나는 낙제생이나 다름없다.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/15세]
---
민지 때문에 애들이 나 험담하는 게 계속 신경 쓰여.  민지랑 같이 다닌다고 다들 나를 싫어하는 것 같아.  민지가 사과했다는 말에도,  그냥 쇼처럼 느껴져.  나만 믿었던 내가 바보 같아.  모두 나를 멀리하는 것 같아.  괜히 민지와 친하게 지낸 내가 후회돼.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/17세]
---
내가 힘들어하는 모습을 아무도 눈치채지 못해.  내가 웃으면 다 괜찮은 줄 아는 걸까?  나만 힘든 건가.  모두 나를 멀리하는 것 같아.  내가 먼저 다가가도 소용없어.  결국 혼자인 거야.  아무도 날 이해 못 해.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/15]
---
상담사가 되고 싶은데,  미술치료는 배우지 못할 것 같아 불안해.  내가 부족해서 그럴 거야.  아무리 노력해도  결국엔  실패할 거라는 생각이 계속 들어.  다른 친구들은 다 잘할 텐데… 나는 안 될 거야.
",Gemini,2,3,3,2,3,2
부정적 편향,"[남자/16세]
---
수학 시간에 또 혼자였어.  다른 애들은 짝지어서 웃고 떠드는데, 나는 혼자 문제집만 봤지.  선생님이 나만 쳐다보는 것 같았어.  아무도 나랑 안 놀아.  내가 뭘 잘못했을까?  나는 친구가 없어.  결국, 난 아무것도 아닌 존재야.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/17세]
---
상담 선생님께 상담 받았는데, 내 이야기만 듣고 칭찬은 하나도 안 해주셨어.  내가 얼마나 힘든데,  나만 문제 있는 애처럼 느껴졌어.  아무도 날 이해 못 하는 것 같아.  다들 나를 싫어할 거야.
",Gemini,2,3,2,2,2,2
부정적 편향,"[여자/15세]
---
친구의 끈질긴 부탁에 짜증이 났다.  시험 기간인데, 먼 곳까지 가서 공부하라니.  돈도 없는데 택시비까지 생각하면 더 싫다.  그냥 혼자 공부하는 게 편해.  내가 뭘 잘못한 걸까?  모두 나를 싫어하는 것 같아.  계속 혼자 공부해야겠어.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/15세]
---
점심시간, 걔네가 나를 또 웃으며 쳐다봤어.  내가 뭘 잘못했는지 모르겠어.  걔네 웃는 모습이 너무 불쾌해.  아마 나 싫어하는 거겠지.  모두 나를 싫어하는 걸까?  내가 뭘 어떻게 해야 할지 모르겠어.  혼자인 것 같아.
",Gemini,3,3,3,2,2,2
부정적 편향,"[여자/18세]
---
시험 결과가 나왔다.  80점.  잘 봤다고 생각했지만,  틀린 문제들만 눈에 들어온다.  모두가 나보다 잘 봤을 거야.  내가 부족해서 망친 거다.  다음 시험도 망칠 거 같아.  나는 실패할 거야.
",Gemini,2,3,2,3,3,2
부정적 편향,"[여자/15세]
---
방 옮기고 그림 그리는데, 나무는 계속 왼쪽에만 있어.  엄마는 내 그림만 보고 걱정하는데,  내 마음속 어둠만 보는 것 같아.  다른 건 아무것도 안 보이는 걸까.  나는 그림도, 나도 망가지는 것 같아.
",Gemini,3,3,3,3,3,3
부정적 편향,"[여자/17세]
---
엄마가 편의점 알바 그만둔 후, 사장이 엄마 험담을 퍼뜨렸대.  내가 뭘 잘못했길래?  엄마만 힘들게 하는 세상이 싫어.  다들 엄마를 싫어하는 걸까?  내가 더 잘해야 했나봐.  모두 내 탓 같아.  숨 막히는 세상.
",Gemini,2,3,3,2,2,3
부정적 편향,"[남자/17세]
---
또래들이 ""힘내"" 거리는데, 짜증나.  내가 뭘 잘못했기에?  괜히 걱정하는 것 같고,  나만 불편해.  그냥 착한 척 하는 건가?  다들 나를 불쌍하게 생각하는 것 같아.  진짜 싫다.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/17]
---
수능 성적이 너무 낮아.  원하는 대학은커녕,  아예 대학에 갈 수나 있을까?  내 친구들은 다 좋은 대학 갈 텐데…  나는 실패자야.  모든 게 다 망한 거 같아.  앞으로 어떻게 살지 모르겠어.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/16세]
---
걔 때문에 또 싸웠어.  내가 잘못했는데, 걔는  모든 걸 내 탓으로 돌려.  내 진심은 전혀 안 보이고,  걔 말만 믿는 것 같아.  다신 친구 못 할 것 같아.  내가 뭘 잘못했는지도 모르겠어.  모든 게 다 끔찍해.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/17세]
---
시험 성적표를 받았다.  90점이 넘는 과목도 있었지만, 70점대 점수에만 눈이 간다.  다른 건 다 괜찮았는데…  내 실수 때문에 망쳤어.  결국, 나는 아무것도 못하는 사람이야.  교환학생도 포기해야겠지.
",Gemini,2,3,3,2,3,3
부정적 편향,"[남자/17]
---
수학여행 숙소에선 웃고 떠들었는데, 집에 가는 버스 안에선 모두 나를 외면했다.  내가 뭘 잘못했나.  분명 내 탓일 거야. 아무도 나랑 말하려 하지 않아.  다들 날 싫어하는 걸까?  나는 친구가 없는 걸까?
",Gemini,2,3,3,2,3,2
부정적 편향,"[남자/15]
---
마이스터고 자동차과 지원 서류를 썼다.  내 실력이 부족할까봐 불안하다.  면접에서 떨어지면 나는 완전히 실패한 거고, 다른 길은 없을 거야.  합격해도 잘 해낼 수 있을지 걱정이다.  결국엔 내가 못나서 망칠 게 뻔해.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/17세]
---
엄마한테 비밀로 상담받으러 갔다.  내 고민은 아무도 이해 못 할 거야. 선생님 말씀도 긍정적이었지만,  결국 내 잘못이라는 생각 뿐이다.  모든 게 다 내 탓 같아.  도움이 될지도 모르겠어.  결국 아무도 날 이해 못 해.
",Gemini,2,3,2,2,3,2
부정적 편향,"[여자/17세]
---
아침부터 쏟아지는 비처럼 마음이 무겁다.  친구의 웃음소리가 들려도, 나만 빼고 다 행복해 보인다.  내가 뭘 잘못했기에, 늘 이렇게 힘들까.  아빠의 병원비 때문에 엄마는 밤낮으로 일하고, 나는 쓸모없는 존재처럼 느껴진다.  내가 좀 더 잘했으면… 아니, 아무리 잘해도 소용없겠지.
",Gemini,3,3,3,3,3,3
부정적 편향,"[남자/17]
---
선생님은 이과 가라고 했지만, 문과가 아니면 영어통역사는 될 수 없어.  취업 잘되는 이과를 가라는 친구들의 말도 다 거짓말 같아.  결국 아무것도 못하는 실패자가 될 거야.  내 선택은 틀렸어.
",Gemini,2,3,2,2,3,2
부정적 편향,"[여자/17]
---
결석 때문에 학교에 못 가겠어.  선생님 눈치도 보이고, 친구들은 이미 나를 잊은 것 같아.  아무도 나를 기다리지 않아.  열심히 해도 소용없어.  어차피 난 망했어.  2학년도 포기해야겠지.
",Gemini,2,3,2,2,3,2
부정적 편향,"[남자/18세]
---
검정고시로 대학 간다는데,  내 성적으론 다 떨어질 것 같아.  수능 공부도 안 했으니,  아무리 노력해도 따라갈 수 없을 거야.  결국 적응 못하고 혼자 남겠지.  다른 애들은 다 잘할 텐데…  나는 안 될 거야.
",Gemini,3,3,2,2,3,2
부정적 편향,"[남자/17]
---
고등학교 첫날, 아무도 나에게 말을 걸지 않았다.  내가 뭘 잘못했나.  분명 내가 어색해서 그런 거겠지.  다들 나를 이상하게 생각할 거야.  친구는 없을 거고, 혼자 점심 먹겠지.  이 학교 생활은 망했어.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/14]
---
중국 국제학교 생활, 숨 막혀.  영어만 쓰는 게 힘들고, 진로는 더 막막해.  미술 좋아하지만,  화가는 싫어.  다른 길은 없을까?  모든 게 잘못된 것 같아.  5년 후,  난 아무것도 이루지 못한 채일 거야.  미래가 두려워.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/15세]
---
선생님께서 상담 관련 진로 상담을 해주셨는데,  내가 질문한 것만 기억나.  내가 뭘 잘못했는지,  다른 친구들은 다 잘 이해했는데 나만 멍청했던 걸까?  결국 난 아무것도 못 할 거야.  모든 게 다 망했어.
",Gemini,2,3,2,2,3,2
부정적 편향,"[여자/14]
---
학원 시험에서 88점을 받았다.  평소 93점은 넘었는데,  100점 맞은 애만 보인다.  내 실력이 부족한 거라고,  다시는 잘 할 수 없을 거라고 생각하니 우울하다.  모든 게 망한 것 같다.
",Gemini,2,3,2,2,3,2
부정적 편향,"[남자/18세]
---
누나가 또 개 때문에 짜증을 냈다.  내가 밥 차리고 야구 간다고 했더니,  개는 내가 책임져야 한다며 소리쳤다.  내 시간은 아무것도 아니라는 식이다.  결국 야구도 못 가고,  개만 봤다.  모든 게 다 억울하고 화가 난다.  누나만 좋다.  나는 늘 희생만 하는 것 같다.
",Gemini,3,3,2,2,3,2
부정적 편향,"[여자/14세]
---
엄마는 나를 무시하고, 아빠와 함께 살게 되었어. 친구들은 웃고 떠드는데, 나는 혼자야.  내가 무슨 잘못을 했기에 이런 일이 일어난 걸까?  모두 나를 싫어하는 것 같아. 아무도 날 신경 쓰지 않아.  나는 쓸모없는 존재야.
",Gemini,3,3,3,3,2,2
부정적 편향,"[남자/17세]
---
새엄마가 또 애를 가졌대.  내 동생이랑 새엄마 아들까지 있는데….  다들 행복해 보이는데 나만 빼고.  아무도 내 기분 따윈 신경 안 써.  결국 나는 늘 혼자야.  모두 나를 싫어하는 걸까?  내가 문제인 걸까?  이 집에선 내가 필요 없나 봐.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/15]
---
방학인데 뭘 해야 할지 모르겠어. 친구들은 다 재밌게 놀러 가는데, 나는 계속 집에만 있어.  내가 뭘 잘하는지도 모르겠고,  뭘 해도 쓸모없는 것 같아. 아무것도 안 하고 시간만 보내는 내가 너무 싫어.  다른 애들은 다 잘하는데 나만…
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/17세]
---
내신 시험 결과가 나왔다. 수학, 영어는 잘 나왔지만 국어 점수는 처참했다.  열심히 공부했는데도,  모든 노력이 무의미하게 느껴진다.  다른 과목의 좋은 성적은 아무 의미가 없다.  나는 완전히 실패한 거다.  다시는 좋은 점수를 받을 수 없을 것 같다.
",Gemini,2,3,3,2,3,3
부정적 편향,"[남자/17세]
---
어제 게임하다 늦게 잤더니, 아침 수업에 또 늦었다. 선생님의 싸늘한 시선만 느껴진다.  분명 내 잘못인데, 모두 나를 싫어하는 것 같다.  내가 망친 거야.  다시는 잘 할 수 없을 것 같아.  결국 낙제할 거야.
",Gemini,2,3,3,2,2,3
부정적 편향,"[여자/17세]
---
친구가 또 왕따 당했다.  걔 착하잖아.  그런데 왜 늘 걔만…  내가 도와줘도 소용없어.  결국 혼자 견뎌야 해.  모두 나를 싫어하는 거 같아.  내가 뭘 잘못했을까.  다 내 잘못이야.  다시는 친구를 못 사귈 거 같아.  이젠 아무도 날 안 좋아할 거야.
",Gemini,3,3,3,2,2,2
부정적 편향,"[여자/14]
---
고모가 또 잔소리다.  내가 방 청소 안 했다고.  하루 종일 학교에서 시험 때문에 스트레스 받았는데,  집에 와서도 쉴 수 없다니.  내 잘못이라고 생각하니 더 억울하고 화가 난다.  모든 게 다 짜증나.  아무것도 하고 싶지 않아.  내 인생은 망했어.
",Gemini,2,3,3,2,3,3
부정적 편향,"[남자/14]
---
도덕 시간에 여가 활동을 계획했지만, 뭘 해야 할지 모르겠다. 인터넷도 느리고, 뭘 해도 재미없을 것 같다.  내가 뭘 잘하는 것도 없고,  결국 아무것도 못 할 것 같다.  시간만 낭비하는 거겠지.  다 실패할 거야.
",Gemini,2,3,2,2,2,2
부정적 편향,"[여자/15]
---
시험 결과가 나왔다.  80점.  평균 이상이지만, 틀린 문제만 눈에 들어온다.  모든 노력이 무의미해 보인다.  내가 뭘 잘했다고 칭찬받겠어?  다들 나보다 잘했을 거야.  나는 역시 아무것도 못하는 쓸모없는 사람이다.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/14]
---
시험 성적표를 받았다. 90점이 넘는 과목도 있었지만, 60점대의 과목에 눈길이 간다.  나머지 좋은 점수는 아무 의미 없다.  결국 나는 실패자야.  다른 애들은 다 잘할 텐데, 난 왜 이렇게 못하는 걸까.  모든 게 다 망한 것 같아.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/15세]
---
친구에게 천 원 빌려줬는데, 내 카드에 있던 돈을 다 가져갔어.  천 원만 썼다는데,  내가 뭘 잘못했나 싶고,  다시는 친구 믿을 수 없을 것 같아.  돈도 돈이지만, 배신당한 기분이 너무 싫어.  모두 나만 믿지 않는 것 같아.
",Gemini,3,3,2,3,3,2
부정적 편향,"[여자/17세]
---
걔랑 눈 마주쳤는데, 또 쳐다봤다고 핀잔을 주더라.  내가 뭘 잘못했지?  다른 애들하고는 잘 웃으면서 지내면서…  내가 뭘 잘못한 건지 모르겠어.  분명 나 싫어하는 거야.  내가 뭘 해도 소용없을 것 같아.  짜증나.
",Gemini,2,3,3,2,3,2
부정적 편향,"[여자/17]
---
걔 때문에 또 힘들다.  내가 뭘 잘못했는지 모르겠는데, 걔는 갑자기 날 피한다.  다른 애들이랑 어울리는 모습만 보여.  내가 뭘 더 잘해야 할까?  아무래도 내가 부족한가 봐.  다른 애들은 다 걔랑 잘 지내는데….  나만 빼고.  모두 나를 싫어하는 걸까?
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/17]
---
룸메의 끊임없는 콧노래 소리가 이어폰 너머로 들려온다.  다른 룸메들은 아무렇지 않은데, 나만 신경 쓰이는 걸까.  내가 예민한 걸까?  이런 작은 소리에도 짜증이 나는 내가 싫다.  방을 옮기고 싶다.  내 잘못은 아닌데,  모든 게 다 힘들다.
",Gemini,2,3,3,3,3,2
부정적 편향,"[여자/16세]
---
학부모 서비스 가입 때문에 또 캡처 화면만 뜨네.  선생님들은 왜 이렇게 학부모 눈치만 보는 걸까?  내가 뭘 잘못한 것도 아닌데, 매일 잔소리 듣는 기분이야.  이 시스템, 도대체 뭐가 좋은 건지 모르겠어.  모든 게 다 짜증 나.
",Gemini,3,3,3,3,3,2
부정적 편향,"[남자/17]
---
고등학교 영어, 국어 문제집만 풀어도 될까?  선생님은 영단어, 문법, 작품 분석이 중요하다 하는데, 난 그냥 문제 푸는 게 더 효율적인 것 같다.  결국 시험 점수만 중요하지 않나?  내가 열심히 안 해서 그런 건지, 뭘 해도 소용없을 것 같다.  결과만 보면 다 똑같을 거야.
",Gemini,2,3,3,2,3,2
부정적 편향,"[여자/15]
---
선생님께서 칭찬해주셨지만, 내 발표의 실수만 생각나.  다른 애들은 잘했는데, 나만 부족했어.  세계를 여행하며 일하는 꿈은 이루지 못할 거야.  결국, 나는 실패할 거라고 확신해.  모든 게 잘못됐어.
",Gemini,2,3,2,2,2,2
부정적 편향,"[여자/16세]
---
방과후 수업, 컴퓨터반 떨어졌다.  친구는 붙었는데.  쌤 좋아하는 애라서 분명 편애였다.  한국사반은 싫어.  그 선생님, 나 괴롭혔거든.  친구가 수업 바꿔달라고 졸라.  싫지만,  안 바꿔주면 친구 잃을 것 같아.  내가 잘못인가?  모든 게 다 짜증나.
",Gemini,2,3,2,2,3,2
부정적 편향,"[여자/17]
---
시험 성적표를 받았다. 겨우 턱걸이로 붙었다.  잘 본 과목은 아무도 신경 안 쓸 거야.  망친 과목만 기억할 테니까.  결국, 나는 쓸모없는 존재인 거야.  다른 애들은 다 잘하는데, 나만…  내 노력은 아무 의미 없었어.
",Gemini,1,3,3,2,2,2
부정적 편향,"[남자/18]
---
자격증?  하나도 안될 것 같아.  내 성적으론 턱없이 부족해.  아무리 노력해도 소용없어.  결국 실패할 거야.  취업은 물 건너갔어.  나는 아무것도 할 수 없는 쓸모없는 사람이야.  다 망했어.
",Gemini,2,3,2,2,2,2
부정적 편향,"[남자/15]
---
선생님 미소는 다정한 척 하는 거겠지.  나만 좋아하는 게 아니잖아.  모두에게 친절하시니까.  내가 특별하다고 생각하는 건 착각일 거야.  어차피  내 성적으론…  선생님은 날 신경도 안 쓸 거야.  다른 애들만 좋아하겠지.
",Gemini,2,3,3,2,3,2
부정적 편향,"[여자/15세]
---
어젯밤, 또 엄마 아빠 싸우는 소리가 들렸다.  내 방 문틈으로 보이는 엄마의 눈물만 보였다.  내 탓일까?  다 내 잘못인 것 같아.  아무것도 좋은 게 없어.  모두 내 탓이야.  앞으로도 계속 이럴 거 같아.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/14세]
---
엄마는 친구들과 어울리라고 하지만, 걔들은 나랑 다르다.  내가 말하면 무시하고, 웃음거리로 만들 뿐이다.  혼자 있는 게 나을 것 같다.  모두 나를 싫어하는 것 같다.  나만 빼고 다 행복해 보인다.  내가 뭘 잘못한 걸까.  아무도 날 이해하지 못해.  쓸모없는 존재 같다.
",Gemini,3,3,3,2,2,3
부정적 편향,"[남자/15세]
---
친구랑 싸웠어. 내가 잘못했지만, 애들이 계속 놀리니까 미안한 마음도 사라졌어.  화해하고 싶은데, 걔가 먼저 사과했는데도 다 헛된 것 같아.  내가 너무 나쁜 놈이 된 기분이야. 아무도 날 이해 못 할 거 같아.  
",Gemini,3,3,3,2,3,2
부정적 편향,"[남자/15세]
---
점심시간, 제일 친했던 민수가 다른 애들과 어울리는 모습만 보여.  내가 뭘 잘못했는지 몰라.  모두 나를 싫어하는 것 같아.  민수도 나를 버린 거야.  친구 없이 혼자 남은 기분이야.  짜증나.
",Gemini,3,3,2,2,3,2
부정적 편향,"[여자/18]
---
고3인데, 사서가 되고 싶은데 생기부는 텅텅 비었어.  봉사활동 말고는 할 게 없다고 생각하니,  모든 게 다 막막하고 절망적이야.  내 꿈은 아예 이룰 수 없을지도 몰라.  결국 나는 실패할 거야.
",Gemini,2,3,3,2,3,2
부정적 편향,"[남자/17세]
---
전기과라서 친구 못 사귈까 봐 불안해.  다른 과 애들은 다 친한데, 나만 혼자 남을 것 같아.  아무도 나랑 이야기 안 걸어주면 어쩌지?  설마 나 싫어하는 건 아니겠지?  괜히 다른 과 왔어. 후회돼.
",Gemini,3,3,3,2,3,3
부정적 편향,"[여자/16세]
---
친구 연락 없던 지 몇 달.  내가 잘못한 것 같아.  걔가 나 피하는 건 분명 내 탓이야.  다른 애들이랑 잘 노는 모습만 보여.  내가 부족해서 그런 거겠지.  문자 보내봐야 소용없어.  답장도 안 올 거야.  괜히 더 상처만 받을 거 같아.
",Gemini,2,3,3,2,3,3
부정적 편향,"[남자/17세]
---
시험 성적표를 받았다. 90점이 넘는 과목도 있었지만, 60점대의 과목에 시선이 고정됐다.  선생님의 칭찬은 들리지 않았다.  결국, 나는 실패한 거야.  다시는 좋은 성적을 받을 수 없을 거라는 생각에 휩싸였다.
",Gemini,2,3,3,2,3,3
부정적 편향,"[여자/17세]
---
걔가 전학 간다는 소식에 울컥했다.  내 마음은 온통 걔 생각뿐인데,  소심한 내가 고백할 수 있을 리 없다.  모든 게 다 망한 것 같아.  어차피 걔도 날 좋아하지 않을 거야.  내가 뭘 더 잘해야 했을까.  후회만 남겠지.
",Gemini,3,3,3,2,3,2
부정적 편향,"[남자/17]
---
학원에서 수학 선생님께 칭찬받았지만, 틀린 문제 하나만 계속 생각나.  다른 건 다 잊고,  내 실력은 형편없다고 느껴져. EBS 인강도 봐야 하는데,  결국 이번 학기도 망칠 거 같아.  다른 과목은 아예 손도 못 대겠어.  나는 왜 이렇게 무능할까.
",Gemini,2,3,3,2,3,3
부정적 편향,"[여자/17세]
---
수업 중 쌤의 칭찬에도 불구하고, 내 실수만 눈에 들어왔다.  모두 나를 비웃는 것 같았고,  결국 혼자 화가 나서 책상을 걷어찼다.  내 모든 행동은 틀렸고,  나는 망했어.  아무도 날 이해하지 못해.  학교에 가는 것조차 힘들다.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/14]
---
착하다고 칭찬받지만,  내가 잘해주면 당연하다는 듯 더 함부로 대한다.  모두 나를 이용하는 것 같고,  다른 애들은 날 싫어하는 걸까?  내가 뭘 잘못한 걸까?  괜히 친절하게 굴었나 후회된다.  결국 혼자가 되는 건 아닐까.
",Gemini,3,3,3,3,3,2
부정적 편향,"[남자/18세]
---
학교 생활이 너무 힘들어.  모두 나를 무시하는 것 같고,  선생님께 칭찬을 받아도  실수만 기억나.  전학 가고 싶지만, 부모님은 반대할 거야. 아무도 날 이해하지 못해.  결국 혼자인 거지.  내 인생은 실패야.
",Gemini,3,3,3,2,3,2
부정적 편향,"[남자/17세]
---
또 혼자 방에 틀어박혔다.  엄마의 싸늘한 말투만 귓가에 맴돈다.  친구들 웃는 모습이 눈에 선하다.  나만 빼고 다 행복해 보인다.  내가 뭘 잘못했기에?  모두 나를 싫어하는 걸까?  숨 막히는 이 기분,  도망치고 싶다.  하지만 어디로?
",Gemini,2,3,3,2,3,3
