Cognitive Distortion,Generated Story,Generative Model,Gemini Consistency,Gemini Accuracy,Gemini Fluency,Claude Consistency,Claude Accuracy,Claude Fluency
흑백 사고,"[여자/17]  
---  
방송 관련 직업을 찾다보니 작가밖에 생각이 안 나더군요. 글쓰기도 못할텐데, 이렇게 시작하면 무조건 실패할 것 같아요. 차라리 아예 포기하는 게 나을 거라는 생각이 드네요.",GPT,2,3,2,2,3,2
흑백 사고,"[여자/17]  
---  
아르바이트를 해보려는데, 내가 아무것도 모르면 일도 잘할 수 없을 것 같아. 이렇게 시작하면 실패할 거고, 그럼 친구들 앞에서 완전히 망신당할 거야. 고작 알바 하나도 자신이 없어.",GPT,2,2,3,2,2,2
흑백 사고,"[여자/17세]  
---  
대학 진학에 대한 걱정이 커지고 있다. 외국 대학에 가고 싶지만, 실패하면 모든 게 끝이라고 생각한다. 최악의 상황만 떠오르니, 더 이상의 시도도 의미가 없는 것 같다.",GPT,2,2,3,2,2,3
흑백 사고,"[남자/15세]  
---  
대학교에 떨어지면 내 인생은 끝인 것 같아요. 실수 하나라도 하면 모든 게 무너질 것 같은 느낌이에요. 친구들이 잘 지내도, 나만 후져지는 기분에 힘들어요. 아무것도 잘할 수 없을 거 같아요.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/17]  
---  
졸업을 하지 않으면 앞으로의 모든 길이 막힐 것 같아. 검정고시를 패스하지 못하면 인생이 완전히 망가질 거라고 생각해. 친구들은 나를 향해 실망할 테니까, 어떻게든 해내야 해.",GPT,2,3,3,2,3,3
흑백 사고,"[남자/15세]  
---  
반 친구가 나를 무시했으니, 이제 다들 나를 싫어할 거라고 생각해. 혼자 있는 게 하루하루 더 힘들고, 가족도 나에게 관심이 없는 것 같아. 완전히 쓸모없는 존재가 된 기분이야.",GPT,2,3,3,2,3,2
흑백 사고,"[여자/17세]  
---  
진로를 생각하면 머리가 아파. 소방사 아니면 체육선생님이 될 수 있을까? 선택이 쉽지 않아. 그래서 그냥 무기력하게 시간을 보내는 내 모습이 너무 한심하게 느껴져. 다 잘하지 못하면 소용없는 거잖아.",GPT,2,2,3,2,3,3
흑백 사고,"[여자/15세]  
---  
수업 중 친구들이 나를 무시했어. 내가 한 실수가 심각했기 때문인 것 같아. 이제 모든 친구가 나를 싫어할 것 같고, 난 완전히 외톨이야. 더 이상 학교에 오고 싶지 않아.",GPT,2,2,3,2,2,2
흑백 사고,"[남자/17]  
---  
나는 그녀에게 뽀뽀하고 싶은데, 만약 거절당하면 모든 게 끝이라고 생각해. 그냥 갑자기 하는 게 나을까? 이렇게 고민하는 걸 보면 아무것도 제대로 할 수 없는 것 같아.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/17]  
---  
심리 상담사 자격을 따지 못하면, 완전히 실패한 거야. 인터넷 강의는 아무 의미 없어. 과연 누가 나를 신뢰할까? 결국, 나는 상담을 꿈꿀 자격이 없는 것 같아.",GPT,2,3,2,2,3,2
흑백 사고,"[남자/15세]  
---  
체육 시간에 키가 작은 나, 농구를 잘 못해 친구들에게 놀림받았다. 축구는 못하고 농구도 힘들면, 그냥 운동은 나에게 맞지 않는 것 같아. 앞으로는 어떤 운동도 할 수 없을 거야.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/18]  
---  
서울에서 혼자 살면서 고등학교에 다녔는데, 친구 한 명이 나를 피하는 것 같아. 그러니 다른 친구들도 나를 싫어하는 거겠지. 결국, 학교가 너무 힘들어질 것 같아.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/16]  
---  
꿈을 찾지 못한 나는, 다른 사람들에게 희망을 주는 일을 꿈꿨다. 하지만, 현실은 그저 실패뿐이다. 만약 잘하지 못하면, 아무도 나를 필요로 하지 않을 거라는 생각이 드는 걸 어쩔 수가 없다.",GPT,2,2,2,2,3,3
흑백 사고,"[여자/16세]  
---  
이 수업에서 못하면 나는 절대 성공할 수 없는 사람일 거예요. 친구들이 잘하는 모습을 보면 저만 실패하는 기분이 들어요. 그들은 다 나를 무시하는 것 같아요. 완벽하지 않으면 다 실패인 걸까요?",GPT,2,2,2,2,2,2
흑백 사고,"[남자/19세]  
---  
사회에 나가야 하는데, 기술을 배우는 것조차 제대로 못해. 이젠 완전히 실패자 같아. 친구들과 대화도 힘들고, 나를 싫어하는 것 같아. 자신을 잃어가는 기분이 들어.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/17]  
---  
학교에서 친구가 저를 외면했어요. 그렇게 됐으니, 분명 모두 저를 싫어할 거예요. 제가 못나서 그런가 봐요. 언제나 외롭고, 그래서 그냥 집에 있는 게 더 편할 뿐이에요.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/16세]  
---  
친구와의 관계가 완전히 망가진 것 같아. 지난주에 말실수 하나로 그녀가 나를 절대 용서하지 않을 거라는 생각이 들어. 그걸로 모든 친구들이 저 멀리할 것 같아. 정말 최악의 상황이야.",GPT,2,2,3,2,2,3
흑백 사고,"[여자/15세]  
---  
언젠가 친구들에게 일부러 못 보내서 생일파티에 빠졌다. 그때의 후회가 커서 다른 친구들에게도 이제 더 이상 초대받지 못할 거라 생각해. 나를 싫어하는 것 같아.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/16세]  
---  
어제 발표에서 틀린 부분 하나 때문에 내 모든 노력이 worthless하다고 느껴졌어요. 친구들은 나를 칭찬했지만, 그 한 실수만 떠올라서 완전히 실패한 학생 같아요. 정말 괴로워요.",GPT,2,2,3,3,2,3
흑백 사고,"[남자/17]  
---  
시험 점수가 낮으면 대학 진학은 절대 불가능할 것 같아. 자신이 나쁜 학생이라는 생각이 지배적이어서, 앞으로 하려는 모든 일도 제대로 할 수 없을 거라는 불안감이 나를 괴롭힌다.",GPT,2,2,3,2,2,3
흑백 사고,"[여자/17]  
---  
모든 친구들이 나를 싫어한다는 기분이 드는 건 한 명이 나에게 쌀쌀맞게 대했기 때문이야. 그럼 나는 절대 앞으로 친구를 만들 수 없는 운명이야. 실패자라는 현실이 너무 고통스러워.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/18]  
---  
시험에서 한 과목만 낮은 점수를 받았더니, 이제 모든 과목에서 실패할 것 같아요. 제 미래는 완전히 망가진 것 같고, 주위 친구들도 저를 싫어할 것 같아 불안해요.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/17]  
---  
내가 친구들 사이에서 웃지 않으면 완전히 무시당할 거야. 웃는다 해도 아무도 나를 진지하게 대하지 않을 거고, 그런 날은 그냥 최악이야. 모두가 나에게 소중하지 않게 느껴지는 것 같아.",GPT,2,2,3,1,2,2
흑백 사고,"[남자/15]  
---  
반에서 나만 낙오자야. 친구들이랑 잘 지내지도 못하고, 발표에서 실수하면 완전히 나뿐일 거야. 할 수 있는 건 아무것도 없어. 다른 사람들은 다 잘하는데, 나는 언제까지 이렇게 아둥바둥해야 할까?",GPT,2,3,2,2,2,3
흑백 사고,"[여자/15세]  
---  
그 친구는 예전에는 괜찮았던 것 같은데, 이제 완전히 변했어. 매일 짜증나게 하고 나를 무시해. 그가 나를 싫어한다면, 다른 친구들도 다 나를 싫어할 거야.",GPT,2,2,2,2,2,3
흑백 사고,"[남자/15세]  
---  
중학교 2학년으로 전학 가는 중인데, 새 학교에서 친구가 하나도 없으면 완전히 외톨이가 될 것 같아. 만약 잘 지내지 못하면, 그건 내 인생의 끝일 거야.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/15세]  
---  
친구들은 나를 무시하는 것 같아. 한 명이 나에게 맞지 않는 농담을 했고, 그래서 모두 나를 싫어할 거라 생각해. 내가 잘못한 게 분명해. 다시는 그들과 친해질 수 없을 것 같아.",GPT,2,2,3,2,2,2
흑백 사고,"[여자/15세]  
---  
여자애들 중 하나가 나한테 찬성하는 친구가 없다고 할 정도로, 난 완전히 외톨이야. 그들이 날 안 받아주면, 앞으로도 친구를 만들 가능성은 없다고 생각해. 친구는 무조건 있어야 하니까.",GPT,2,3,2,2,2,2
흑백 사고,"[남자/18]  
---  
고3이 되었는데, 진짜 힘들다. 만약 이번 시험에서 떨어지면, 대학도 못 갈 것 같아. 친구들은 공부 잘하는데, 나는 아무것도 아닌 존재 같고, 그럴 바에는 아예 공부를 포기하고 싶다.",GPT,2,2,3,2,2,3
흑백 사고,"[여자/16세]  
---  
친구가 내 물건을 함부로 빼앗고, 나를 무시하는 걸 보니 모든 친구가 나를 싫어하는 것 같아. 이런 나와 친해질 사람은 없을 거라 생각하니 점점 외롭고, 힘이 없어.",GPT,2,2,3,2,3,2
흑백 사고,"[남자/16]  
---  
교실에서 나를 괴롭히는 애가 있어. 가끔씩 가벼운 장난처럼 때리는데, 그 애가 없으면 학교가 천국일 텐데. 누구도 나를 도와주지 않으니 난 완전히 혼자인 것 같아.",GPT,2,3,3,2,3,2
흑백 사고,"[여자/16]  
---  
엄마는 상담사인데 아빠는 그게 다단계라며 믿지 못해요. 아빠가 이러면 가족은 망할 것 같아요. 모두가 내가 뭔가 잘못한 것 같아서 힘들어 죽겠어요. 왜 아빠는 엄마를 인정하지 않는 걸까요?",GPT,2,2,2,3,3,2
흑백 사고,"[남자/15세]  
---  
과학고에 들어가야만 모든 게 잘 될 거라고 믿어요. 떨어지면 인생이 끝장이라는 생각에 몸이 떨려요. 친구들 사이에서 실패자 되기 싫어서, 항상 완벽해야 한다고 생각하니 숨이 막힙니다.",GPT,2,3,3,2,3,3
흑백 사고,"[여자/17]  
---  
고등학교 1학년인데, 친구가 없어서 힘들어. 한 친구도 나를 무시하면, 모두 나를 싫어할 거라고 생각해. 예전의 나와는 달라진 것 같고, 정말 외로워. 함께 할 사람은 없을까?",GPT,2,2,2,3,3,2
흑백 사고,"[남자/18]  
---  
수능에서 떨어지면 나는 완전히 실패자야. 친구들은 다 잘할 텐데, 나만 못하는 걸. 아무도 나를 좋아하지 않을 거고, 대학 진학조차 불가능하겠지. 나의 미래는 끝났어.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/17세]  
---  
패션에디터가 되고 싶지만, 내가 지식이 전혀 없어. 패션에 대한 흥미가 없던 시절도 있었는데 지금의 열정이 다 무의미한 것 같아. 아무것도 모르니 그 꿈은 아예 이루지 못할 것 같아.",GPT,2,2,2,2,3,3
흑백 사고,"[여자/17]  
---  
아무리 소음이 심해도 더 이상 공부를 못할 것 같아요. 조용한 환경 없이는 절대 성공할 수 없는 것 같아. 가족이 방해하고 있으니 무언가 잘못됐어요. 결국 내 인생은 망친 거죠.",GPT,2,3,2,2,2,2
흑백 사고,"[여자/17세]  
---  
제과제빵을 배우고 싶지만, 힘든 건 괜히 선택할 필요 없다고 생각해. 다른 친구들은 쉽게 할 수 있는데, 나는 언제나 실패할 것 같아. 자격이 없으니 애초에 시작하지 말아야겠지.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/15세]  
---  
엄마 생신을 위해 준비도 못한 나는 완전히 실망스러워. 아마 받는 선물도 싫어할 거고, 내가 너무 나쁘다는 생각이 들어. 내가 뭘 해도 좋지 않을 것 같아. 무능력한 것 같아.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/16]  
---  
심리 상담이 필요해. 이렇게까지 다 힘들게 배워야 하는 건가? 이 상담센터가 도움을 주지 않으면 나는 평생 혼자일 거야. 모두가 나를 이해할 수 있을 거라고 생각했는데 정말 그렇지 않나 봐.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/17]  
---  
내가 시험에서 한 문제를 틀리면, 모든 과목에서 망친 것 같아. 친구들과의 대화도 제대로 못한 것 같은데, 이젠 아예 나를 싫어할 것만 같아. 완벽하지 않으면 아무것도 아닌 거야.",GPT,2,3,2,2,2,2
흑백 사고,"[여자/17]  
---  
시험 준비하고 있는데, 만약 이번에 잘 못 본다면 내 모든 미래가 끝나는 것 같아. 친구들도 못 믿겠고, 누구도 나를 도와줄 것 같지 않아. 전부 다 실패에 대한 두려움 뿐이야.",GPT,2,2,3,2,2,2
흑백 사고,"[여자/17]  
---  
고등학교 2학년이 되어도 여전히 진로를 결정하지 못해. 주위 친구들은 모두 목표가 확실한데, 나는 그냥 실패할 것 같아. 이 길이 아니면 완전히 무의미한 인생인 것 같아.",GPT,2,2,3,2,3,2
흑백 사고,"[여자/15세]  
---  
과학 시간, 친구들이 나를 무시했어. 이제 모든 친구들이 나를 싫어할 것 같아. 예전처럼 잘 지내는 건 불가능해. 난 완전히 실패한 친구야. 그냥 혼자 있는 게 낫겠어. 이건 끝이야.  ",GPT,2,2,2,2,2,2
흑백 사고,"[남자/15]  
---  
기계 관련 직업에 대한 꿈이 무너졌어. 공부를 열심히 안 했으니, 더 이상 이 분야에 진출하는 건 불가능할 거야. 지금까지의 노력은 모두 허사인 것 같아.",GPT,2,2,3,2,2,2
흑백 사고,"[여자/16세]  
---  
학교에서 친구와 큰 싸움이 있었어요. 친구가 나를 떠나가고, 나는 친구가 나를 완전히 싫어하게 됐다고 생각해요. 그러면 앞으로는 누구와도 친구가 될 수 없겠죠. 너무 불행해요.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/17]  
---  
진학 상담을 받으러 갔는데, 내가 원하는 대학에 떨어지면 인생이 끝이라고 생각했어. 주변 친구들이 모두 잘 되고 있다는 걸 보니, 나만 불행한 것 같아. 지금의 실패가 전부인 것 같아.",GPT,2,2,2,3,2,2
흑백 사고,"[남자/16세]  
---  
오늘 친구들과 농구를 하다가 실패하니까, 나도 못한다는 생각이 스쳐갔어요. 난 그냥 재능이 없는 거고, 앞으로도 잘할 수 없을 거라며 그냥 포기해야겠다고 결론 내렸어요.",GPT,2,2,2,2,2,2
흑백 사고,"[남자/15]  
---  
시험에서 몇 문제 틀렸다고 완전히 실패한 기분이다. 친구들은 다 잘하는데, 나는 이렇게 안 되다니. 앞으로 못할 것 같고, 모든 기회가 사라진 것 같아. 나 같은 친구는 없어야 해.",GPT,2,2,2,2,3,2
흑백 사고,"[남자/15]  
---  
고민 없이 선택한 진로, 결국엔 완전 실패일 거야. 친구들은 다 잘하는데 나는 창의력밖에 없잖아. 그런 걸로는 성공 못할 것 같아. 내가 잘하는 건 의미 없으니까, 그냥 포기해야겠어.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/17]  
---  
친구가 사랑에 빠졌다고 해서 난 완전히 외로운 거야. 나는 이런 기회를 놓치면 영원히 사랑을 못할 것 같아. 정말 누가 나를 좋아할 리가 없잖아?",GPT,2,2,2,2,2,2
흑백 사고,"[여자/18]  
---  
면접을 준비하며, 내 성격이 부족하다는 생각이 든다. 만약 면접에서 실수하면, 대학도 못 가고 나는 완전히 실패한 인생이 될 거야. 그래서 더 긴장되는 나 자신이 싫어.",GPT,2,2,2,2,2,3
흑백 사고,"[여자/16세]  
---  
운동회를 준비하면서, 내가 늘 실패할 것 같아. 완벽하게 잘하지 못하면 나는 쓸모없는 존재야. 그걸 바라보는 친구들도 나를 못마땅해할 거야. 너무 긴장돼서 도저히 할 수 없을 것 같아.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/16세]  
---  
이번 시험에서 나쁜 점수를 받으면 모든 학업이 망가질 것 같아 불안해. 아무리 노력해도 이런 기분에서 벗어나기 어려운 거지. 나는 완전히 실패자일 거라고 생각해. 어떻게 해야 할지 모르겠어.",GPT,2,2,3,2,2,3
흑백 사고,"[여자/16세]  
---  
시험 점수가 낮으면 친구들도 나를 멀리할 거야. 실패한 것도 모자라서 이번 기회에 정말 내가 할 수 있는 건 아무것도 없어. 학교 생활이 이렇게 끝나버리면 어떡하지?",GPT,2,2,2,2,2,2
흑백 사고,"[여자/16세]  
---  
1학기 중간고사에서 한 과목만 잘못 나왔어요. 이제 모든 친구들이 날 무시할 것 같아. 고등학교에 가면 완전히 고립될 것 같고, 나 진짜 아무런 가치 없는 존재야.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/15]  
---  
나는 친구들이 나 없이 잘 지내는 것만 봐도, 내가 진짜 아무것도 아닌 듯 느껴져. 그럼에도 난 항상 그들을 도와주지만, 내 곁엔 항상 나를 지지하는 친구가 하나도 없어.",GPT,2,3,3,2,3,2
흑백 사고,"[여자/17]  
---  
방과 후 동아리에서 친구들이 나를 무시하는 것 같아. 나만 고립된 기분이 드는데, 이럴 바에는 그 친구들과는 영원히 헤어지는 게 나아. 모든 사람은 나를 싫어할 거야.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/15]  
---  
친구들과 잘 지내려 했지만, 나 혼자만 불안정한 것 같았어. 좋은 친구가 없으니 학교에서 나를 친절하게 대해주는 사람도 없는 것처럼 느껴져. 이렇게 외로우면 학교는 의미가 없어.",GPT,2,2,2,2,3,3
흑백 사고,"[여자/16]  
---  
누구도 싫어하는 애가 너무 잘나서 나는 무조건 쟤를 못 참아. 다들 잘 지내는 것 같은데, 불행한 내 모습은 그저 실패인 것 같아. 완벽한 친구가 기다리고 있을 리가 없어.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/15]  
---  
딜러가 되고 싶은데 언어 실력이 안 돼서 완전 실패할 거야. 영어만 잘해도 되는 건 아닌 것 같아. 자격증이 있어도 좋은 직업은 못 얻을 텐데, 난 정말 무능력해.",GPT,2,2,2,2,2,2
흑백 사고,"[남자/16세]  
---  
제가 좋아하는 누나가 저를 싫어하는 것 같아요. 반 친구들이 저를 무시하면, 모두가 저를 싫어하는 걸까요? 고백도 제대로 못하고, 그냥 우울해지는 게 싫어요. 깨소금 같은 기분이에요.",GPT,2,2,2,2,3,3
흑백 사고,"[여자/17]  
---  
임상병리과에 합격했지만, 국가고시에서 떨어지면 모든 게 끝이라 생각해. 안경광학과는 취업 잘된다고 하지만 의미 없어 보여. 제대로 된 선택이 아닌 것 같아. 난 어떡하죠?",GPT,2,3,2,2,3,2
흑백 사고,"[여자/15세]  
---  
학교에서 친구들과 잘 어울리지 못해 나는 완전히 외톨이인 것 같아요. 그들 중 한 명이 나를 무시하면 모두가 나를 싫어할 거라고 생각해요. 절대로 상황이 나아질 리가 없네요.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/15세]  
---  
친한 친구가 자주 찾아와 너무 부담스러워. 나와 놀기 싫으면 그냥 안 오면 좋겠어. 한 번 거절해도 계속 오는 걸 보면 아무리 사소한 일도 모두가 나를 싫어하는 것 같아.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/15세]  
---  
친구가 나랑 함께 놀지 않겠다고 하니까 너무 화가 나. 무슨 작은 일로도 이렇게 배신감을 느껴야 하는지. 이제는 내가 친구가 없는 loser임에 틀림없어. 세상에 나를 이해할 사람은 없어.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/15세]  
---  
동생이 아프다며 심부름을 시켰어요. 엄마에게 혼났고, 이제 나는 나쁜 딸이에요. 다음엔 절대 심부름을 하지 말아야겠어요. 실패한 것 같아, 그래서 내 인생은 늘 이렇게 안 좋을 거예요.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/16세]  
---  
수업 시간에 발표하다가 실수했어요. 이제 누구도 나를 잘 보지 않을 거예요. 한 번의 실수로 완전히 실패한 것 같아. 앞으로는 수업 참여를 아예 포기해야 할지도 모르겠어요.",GPT,2,2,3,2,2,2
흑백 사고,"[남자/15세]  
---  
여자애와 카톡을 하다가, 내 한마디가 잘못되면 아예 대화가 끝날 것 같아. 나한텐 항상 최악의 상황만 떠올라. 나의 모든 말을 엉망으로 만들까 두려워. 결국 대화 그 자체도 할 필요가 없는 것 같아.",GPT,2,3,2,2,2,2
흑백 사고,"[여자/15세]  
---  
인문계 고등학교에 가면 사육사 꿈은 무너진 거야. 남들이 가볍게 생각하면, 나도 아예 적합하지 않은 사람으로 낙인찍힐 것 같아. 실패만 남을 거라는 불안이 커져가.",GPT,2,3,3,2,2,2
흑백 사고,"[여자/15세]  
---  
고등학교 진학을 앞두고 고민이 깊어집니다. 성적이 낮으니 이젠 아무 것도 할 수 없을 것 같아요. 그냥 포기하는 게 낫나요? 예전 꿈은 먼 기억일 뿐, 이제는 한 발짝도 나아갈 수 없어요.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/15]  
---  
수업시간에 발표를 했는데 친구들이 한숨 쉬더라. 내가 발표를 망쳤으니, 친구들은 이제 나를 절대 좋아하지 않겠지. 한 번의 실수로 모든 걸 잃은 것 같아, 너무 괴로워.",GPT,2,2,3,2,2,2
흑백 사고,"[여자/14]  
---  
전학을 가고 싶은데, 만약 잘 적응하지 못하면 나는 외톨이로 남을 거야. 친구가 없으면 학교생활이 완전히 무의미할 거라고 생각해. 이렇게 되면 나는 아예 실패한 삶을 사는 건가?",GPT,2,3,2,2,3,2
흑백 사고,"[여자/17세]  
---  
시험에서 점수가 낮게 나와서 모든 노력이 의미가 없어진 것 같아요. 이렇게 못하는 저를 보니 진짜 바보 같고, 다음 시험도 망치면 저는 완전히 실패한 사람일 뿐이에요.",GPT,2,2,2,3,3,2
흑백 사고,"[남자/17]  
---  
나는 이 과목을 완벽하게 못하면 대학에 갈 기회가 전혀 없을 거라고 생각해. 매일 힘들고, 중간고사에서 조금이라도 떨어지면 아예 실패자라고 느껴져. 더 이상 시작도 하기 싫어.",GPT,2,2,3,2,3,2
흑백 사고,"[여자/16]  
---  
가끔 친구들과 점심을 같이 먹어도, 내가 얘기하지 않으면 아무도 내게 관심이 없을 거라고 생각해. 그런 날엔 혼자 남는 게 괜찮지만, 결국 모든 사람이 나를 싫어하는 것 같아.",GPT,2,2,3,2,2,2
흑백 사고,"[여자/17세]  
---  
무대에서 실수하면 모든 사람이 나를 무능하다고 생각할 거야. 친구들은 나를 밀어주긴 하지만, 한 번의 실패가 끝이라고 느껴. 결국, 같은 자리에 머물고 싶지 않아. 도망가고 싶어.",GPT,2,2,2,2,2,3
흑백 사고,"[여자/17세]  
---  
수능을 막 본 뒤, 패션스타일리스트의 길이 아니라면 모든 노력이 헛된 것 같아. 친구들이 잘하고 있을 때 나는 왜 이렇게 못할까? 결국 실패자라는 생각이 머리를 떠나지 않네.",GPT,2,2,2,2,2,2
흑백 사고,"[남자/18]  
---  
고교 2학년인데, 친구들이 저를 밀어내는 것 같아요. 한 번 실수했더니 이제 모든 친구들이 저를 싫어하는 것 같아 너무 불안해요. 별로 친하지도 않은데, 혼자 남게 될까 봐 두렵습니다.",GPT,2,2,3,2,2,2
흑백 사고,"[여자/17]  
---  
학급 대표를 뽑는 날, 내가 떨어지면 친구들도 나를 싫어할 거라고 생각해. 친구들이 나를 도와줘도, 그걸 그저 의리라고 여길 뿐이야. 모두가 나를 무능하다고 생각할 것 같아.",GPT,2,2,3,2,2,2
흑백 사고,"[여자/17세]  
---  
시험에서 실패하면, 나는 아무것도 잘할 수 없는 완전히 무능한 사람일 뿐이에요. 친구들과의 관계도 다 망가질 거고, 그 결과 혼자 남게 될 거란 생각이 드네요.",GPT,2,2,3,2,2,2
흑백 사고,"[남자/18]  
---  
대학원 진학이 꼭 필요하다고 생각해. 만약 공부를 잘 못하면 나는 사람을 도울 수 없는 완전한 실패자야. 그래서 겁이 나서 다가가기도 전에 이미 포기하고 있어.",GPT,2,3,2,2,3,2
흑백 사고,"[여자/15세]  
---  
나는 친구들의 조언을 듣고도 행복할 수 없었어. 모두 나와 잘 지내는 것 같지 않아서, 아예 내 친구들은 나를 싫어하는 거라 생각해. 그냥 나 혼자야.",GPT,1,2,2,2,2,2
흑백 사고,"[여자/18세]  
---  
승무원이 되고 싶은 마음에 준비를 시작했는데, 한 번의 실수로 나는 아예 무능력해진 것 같아. 모두가 날 바라보고 한 가지 잘못한 덕분에 완전히 실패자로 낙인 찍힌 기분이야.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/18세]  
---  
고등학교에서 첫 중간고사 성적을 받고 나서, 이제 나는 아무것도 할 수 없는 loser라고 느껴졌다. 단 한 번의 실패로 내 모든 노력은 헛된 것 같아. 다신 일어날 수 없을 정도로 망쳤다고 생각했다.",GPT,2,3,2,3,3,2
흑백 사고,"[여자/16]  
---  
친구가 자꾸 만나자고 하니까, 만약 나가면 별로인 거야. 나가기 싫은데, 그렇게 되면 내가 진짜 나쁜 친구 같아서 너무 겁나. 그냥 집에 있는 게 차라리 나은 것 같아.",GPT,2,2,2,2,2,3
흑백 사고,"[여자/15세]  
---  
나는 생일선물을 정했지만, 내 예산이 너무 부족해. 3만원으로 사도 친구가 실망하면 어쩌지? 만약 만족하지 못한다면, 나에게는 모든 게 무의미한 순간이 될 거야.",GPT,2,2,2,3,3,2
흑백 사고,"[여자/16세]  
---  
채팅방에서 내 메시지를 무시하길래, 모두 나를 싫어하는 것 같아. 조금이라도 상처받으면 완전히 외로움에 빠질 것 같은 느낌이야. 분명 친구들은 다른 친구들만 좋아할 거야.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/17세]  
---  
인문계에 가고 싶어도, 일반고는 그 어느 것도 얻지 못하는 것 같아. 전부 실패일 뿐이지. 알바하면서 성적이 나빠지면, 대학은 꿈도 꿀 수 없을 거야.",GPT,2,3,2,2,3,2
흑백 사고,"[여자/14]  
---  
6교시가 끝난 후, A가 나를 쳐다보며 ""너와는 더 이상 친구가 아니야""라고 말했다. 그 한 마디로 내 모든 관계가 끝났다고 느껴지며, 아무도 나를 좋아하지 않을 것 같은 불안이 밀려왔다.",GPT,2,2,3,2,3,3
흑백 사고,"[남자/15]  
---  
학급회장 선거에서 떨어지면 완전히 실패한 것 같아요. 친구들은 모두 저를 아예 무시할 거고, 다시는 도전할 수 없을 거예요. 그저 아무것도 잘하지 못하는 사람일 뿐이죠.",GPT,2,2,3,2,2,2
흑백 사고,"[여자/14]  
---  
미술시간에 친구들보다 훨씬 못 그린 것 같아. 내가 완전히 쑥대밭인 것 같아서, 예쁘지 않은 그림은 나 여기서 필요 없을 거야. 이젠 그림을 아예 그리지 말아야 할지도 몰라.",GPT,2,2,2,2,3,2
흑백 사고,"[여자/18]  
---  
복싱 동아리에서 새로 온 관장님이 다가오는 순간, 나의 모든 게 흥분으로 가득해져. 하지만, 이렇게 안 좋아지면 결국 이 감정도 나를 힘들게 할 거야. 그러니 나에게 이 감정이 중요한가 싶어.",GPT,2,2,2,3,2,3
흑백 사고,"[여자/17]  
---  
그녀와의 갈등이 생기자, 나는 모든 친구들이 나를 외면할 것이라고 생각했다. 정말 내 잘못이 틀림없고, 그래서 더 이상 누군가 나를 좋아할 리 없다고 믿고 있다.",GPT,2,2,3,2,2,2
흑백 사고,"[여자/16세]  
---  
친구들과 놀 때는 정말 행복한데, 나 혼자일 때는 괜히 불안해져요. 내가 친구에게 장난을 못 치면 그 친구도 나를 싫어할 것 같은 기분이 들어요. 이렇게 길게 생각해도 소용없는 것 같아요.",GPT,2,2,3,2,3,3
흑백 사고,"[남자/15]  
---  
고등학교에 입학할 수 없으면 인생이 완전히 망가진다고 생각해. 이번 시험에서 떨어지면 모든 노력이 무의미해질 거야. 친구들은 다 잘하는데, 나는 실패자일 뿐이야. 그럼 나에게 남는 건 없겠지.",GPT,2,2,2,1,3,2
흑백 사고,"[남자/15]  
---  
중학교 2학년인 나는 상담심리학 공부를 시작해보려다 생각했다. 하지만 내가 잘하지 못하면 완전히 실패할 것 같아 포기해야겠다. 고민만 하다 보면 내 미래는 희망이 없을 것 같다.",GPT,2,2,2,2,3,2
흑백 사고,"[남자/15]  
---  
수학시험에서 망쳤어. 이제 나는 완전히 수학을 못하는 학생이야. 조금만 부족해도 모든 게 끝장이야. 다른 과목도 잘 못할 것 같은 불안감이 계속 되네. 정말 불행한 기분이야.",GPT,2,2,2,2,2,2
흑백 사고,"[여자/15]  
---  
친구가 나를 무시해요. 그러면 다른 친구들도 나를 싫어할 거라고 생각해요. 작은 실수 하나로 완전히 나를 괴롭히고, 친구들 사이에서 왕따가 된 것 같아요. 이젠 친구가 없어요.",GPT,2,3,2,2,3,2
